objectid,data,estação,estacao_nome,poluente,classificação,iqar,codnum
71539,2021/02/28 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,20,6
71540,2021/03/01 03:00:00+00,CA,Centro,MP10,Boa,14,3
71541,2021/03/01 03:00:00+00,SC,São Cristóvão,O3,Boa,22,7
71542,2021/03/01 03:00:00+00,SP,Tijuca,MP10,Boa,14,8
71543,2021/03/01 03:00:00+00,IR,Irajá,MP10,Boa,22,5
71544,2021/03/01 03:00:00+00,BG,Bangu,O3,Boa,25,2
71545,2021/03/01 03:00:00+00,CG,Campo Grande,O3,Boa,33,4
71546,2021/03/01 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,19,6
71547,2021/03/02 03:00:00+00,CA,Centro,MP10,Boa,17,3
71548,2021/03/02 03:00:00+00,SC,São Cristóvão,MP10,Boa,21,7
71549,2021/03/02 03:00:00+00,SP,Tijuca,O3,Boa,21,8
71550,2021/03/02 03:00:00+00,IR,Irajá,O3,Boa,38,5
71551,2021/03/02 03:00:00+00,BG,Bangu,O3,Boa,40,2
71552,2021/03/02 03:00:00+00,CG,Campo Grande,O3,Boa,25,4
71553,2021/03/02 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,23,6
71554,2021/03/03 03:00:00+00,CA,Centro,O3,Boa,31,3
71555,2021/03/03 03:00:00+00,SC,São Cristóvão,O3,Boa,35,7
71556,2021/03/03 03:00:00+00,SP,Tijuca,O3,Boa,31,8
71557,2021/03/03 03:00:00+00,IR,Irajá,O3,Boa,31,5
71558,2021/03/03 03:00:00+00,BG,Bangu,O3,Boa,32,2
71559,2021/03/03 03:00:00+00,CG,Campo Grande,O3,Boa,30,4
71560,2021/03/03 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,32,6
71561,2021/03/04 03:00:00+00,CA,Centro,MP10,Boa,26,3
71562,2021/03/04 03:00:00+00,SC,São Cristóvão,MP10,Boa,30,7
71563,2021/03/04 03:00:00+00,SP,Tijuca,O3,Boa,24,8
71564,2021/03/04 03:00:00+00,IR,Irajá,MP10,Boa,40,5
71565,2021/03/04 03:00:00+00,BG,Bangu,O3,Boa,34,2
71566,2021/03/04 03:00:00+00,CG,Campo Grande,O3,Boa,32,4
71567,2021/03/04 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,30,6
71568,2021/03/05 03:00:00+00,CA,Centro,MP10,Boa,26,3
71569,2021/03/05 03:00:00+00,SC,São Cristóvão,MP10,Boa,33,7
71570,2021/03/05 03:00:00+00,SP,Tijuca,MP10,Boa,21,8
71571,2021/03/05 03:00:00+00,IR,Irajá,MP10,Boa,34,5
71572,2021/03/05 03:00:00+00,BG,Bangu,MP10,Boa,26,2
71573,2021/03/05 03:00:00+00,CG,Campo Grande,O3,Boa,28,4
71574,2021/03/05 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,28,6
71575,2021/03/06 03:00:00+00,CA,Centro,O3,Boa,22,3
71576,2021/03/06 03:00:00+00,SC,São Cristóvão,O3,Boa,26,7
71577,2021/03/06 03:00:00+00,SP,Tijuca,O3,Boa,19,8
71578,2021/03/06 03:00:00+00,IR,Irajá,O3,Boa,23,5
71579,2021/03/06 03:00:00+00,BG,Bangu,O3,Boa,20,2
71580,2021/03/06 03:00:00+00,CG,Campo Grande,O3,Boa,22,4
71581,2021/03/06 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,19,6
71582,2021/03/07 03:00:00+00,CA,Centro,O3,Boa,21,3
71583,2021/03/07 03:00:00+00,SC,São Cristóvão,O3,Boa,16,7
71584,2021/03/07 03:00:00+00,SP,Tijuca,MP10,Boa,14,8
71585,2021/03/07 03:00:00+00,IR,Irajá,O3,Boa,24,5
71586,2021/03/07 03:00:00+00,BG,Bangu,MP10,Boa,21,2
71587,2021/03/07 03:00:00+00,CG,Campo Grande,O3,Boa,22,4
71588,2021/03/07 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,19,6
71589,2021/03/08 03:00:00+00,CA,Centro,MP10,Boa,14,3
71590,2021/03/08 03:00:00+00,SC,São Cristóvão,O3,Boa,16,7
71591,2021/03/08 03:00:00+00,SP,Tijuca,MP10,Boa,14,8
71592,2021/03/08 03:00:00+00,IR,Irajá,MP10,Boa,25,5
71593,2021/03/08 03:00:00+00,BG,Bangu,MP10,Boa,30,2
71594,2021/03/08 03:00:00+00,CG,Campo Grande,O3,Boa,23,4
71595,2021/03/08 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,18,6
71596,2021/03/09 03:00:00+00,CA,Centro,O3,Boa,13,3
71597,2021/03/09 03:00:00+00,SC,São Cristóvão,O3,Boa,17,7
71598,2021/03/09 03:00:00+00,SP,Tijuca,O3,Boa,14,8
71599,2021/03/09 03:00:00+00,IR,Irajá,O3,Boa,26,5
71600,2021/03/09 03:00:00+00,BG,Bangu,MP10,Boa,26,2
71601,2021/03/09 03:00:00+00,CG,Campo Grande,O3,Boa,37,4
71602,2021/03/09 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,18,6
71603,2021/03/10 03:00:00+00,CA,Centro,O3,Boa,18,3
71604,2021/03/10 03:00:00+00,SC,São Cristóvão,O3,Boa,26,7
71605,2021/03/10 03:00:00+00,SP,Tijuca,O3,Boa,21,8
71606,2021/03/10 03:00:00+00,IR,Irajá,O3,Boa,29,5
71607,2021/03/10 03:00:00+00,BG,Bangu,MP10,Boa,26,2
71608,2021/03/10 03:00:00+00,CG,Campo Grande,O3,Boa,31,4
71609,2021/03/10 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,22,6
71610,2021/03/11 03:00:00+00,CA,Centro,O3,Boa,21,3
71611,2021/03/11 03:00:00+00,SC,São Cristóvão,MP10,Boa,26,7
71612,2021/03/11 03:00:00+00,SP,Tijuca,MP10,Boa,22,8
71613,2021/03/11 03:00:00+00,IR,Irajá,O3,Moderada,48,5
71614,2021/03/11 03:00:00+00,BG,Bangu,MP10,Boa,36,2
71615,2021/03/11 03:00:00+00,CG,Campo Grande,O3,Boa,33,4
71616,2021/03/11 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,26,6
71617,2021/03/12 03:00:00+00,CA,Centro,O3,Boa,24,3
71618,2021/03/12 03:00:00+00,SC,São Cristóvão,O3,Boa,34,7
71619,2021/03/12 03:00:00+00,SP,Tijuca,MP10,Boa,27,8
71620,2021/03/12 03:00:00+00,IR,Irajá,O3,Boa,36,5
71621,2021/03/12 03:00:00+00,BG,Bangu,MP10,Boa,25,2
71622,2021/03/12 03:00:00+00,CG,Campo Grande,MP10,Boa,21,4
71623,2021/03/12 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,22,6
71624,2021/03/13 03:00:00+00,CA,Centro,O3,Boa,26,3
71625,2021/03/13 03:00:00+00,SC,São Cristóvão,MP10,Boa,30,7
71626,2021/03/13 03:00:00+00,SP,Tijuca,O3,Boa,28,8
71627,2021/03/13 03:00:00+00,IR,Irajá,MP10,Boa,38,5
71628,2021/03/13 03:00:00+00,BG,Bangu,MP10,Boa,30,2
71629,2021/03/13 03:00:00+00,CG,Campo Grande,O3,Boa,25,4
71630,2021/03/13 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,29,6
71631,2021/03/14 03:00:00+00,CA,Centro,O3,Boa,30,3
71632,2021/03/14 03:00:00+00,SC,São Cristóvão,O3,Boa,32,7
71633,2021/03/14 03:00:00+00,SP,Tijuca,O3,Moderada,43,8
71634,2021/03/14 03:00:00+00,IR,Irajá,O3,Ruim,81,5
71635,2021/03/14 03:00:00+00,BG,Bangu,MP10,Boa,31,2
71636,2021/03/14 03:00:00+00,CG,Campo Grande,O3,Boa,24,4
71637,2021/03/14 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,28,6
71638,2021/03/15 03:00:00+00,CA,Centro,O3,Boa,31,3
71639,2021/03/15 03:00:00+00,SC,São Cristóvão,O3,Moderada,44,7
71640,2021/03/15 03:00:00+00,SP,Tijuca,O3,Boa,32,8
71641,2021/03/15 03:00:00+00,IR,Irajá,O3,Moderada,59,5
71642,2021/03/15 03:00:00+00,BG,Bangu,O3,Boa,34,2
71643,2021/03/15 03:00:00+00,CG,Campo Grande,MP10,Boa,22,4
71644,2021/03/15 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,34,6
71645,2021/03/16 03:00:00+00,CA,Centro,O3,Boa,28,3
71646,2021/03/16 03:00:00+00,SC,São Cristóvão,O3,Boa,39,7
71647,2021/03/16 03:00:00+00,SP,Tijuca,O3,Boa,35,8
71648,2021/03/16 03:00:00+00,IR,Irajá,O3,Boa,39,5
71649,2021/03/16 03:00:00+00,BG,Bangu,O3,Boa,30,2
71650,2021/03/16 03:00:00+00,CG,Campo Grande,O3,Boa,24,4
71651,2021/03/16 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,27,6
71652,2021/03/17 03:00:00+00,CA,Centro,O3,Boa,25,3
71653,2021/03/17 03:00:00+00,SC,São Cristóvão,O3,Boa,31,7
71654,2021/03/17 03:00:00+00,SP,Tijuca,O3,Boa,23,8
71655,2021/03/17 03:00:00+00,IR,Irajá,O3,Boa,36,5
71656,2021/03/17 03:00:00+00,BG,Bangu,O3,Boa,32,2
71657,2021/03/17 03:00:00+00,CG,Campo Grande,SO2,Boa,36,4
71658,2021/03/17 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,31,6
71659,2021/03/18 03:00:00+00,CA,Centro,O3,Boa,26,3
71660,2021/03/18 03:00:00+00,SC,São Cristóvão,O3,Boa,34,7
71661,2021/03/18 03:00:00+00,SP,Tijuca,O3,Boa,33,8
71662,2021/03/18 03:00:00+00,IR,Irajá,O3,Boa,38,5
71663,2021/03/18 03:00:00+00,BG,Bangu,MP10,Boa,30,2
71664,2021/03/18 03:00:00+00,CG,Campo Grande,MP10,Boa,23,4
71665,2021/03/18 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,34,6
71666,2021/03/19 03:00:00+00,CA,Centro,O3,Boa,35,3
71667,2021/03/19 03:00:00+00,SC,São Cristóvão,O3,Boa,40,7
71668,2021/03/19 03:00:00+00,SP,Tijuca,O3,Boa,32,8
71669,2021/03/19 03:00:00+00,IR,Irajá,MP2_5,Moderada,45,5
71670,2021/03/19 03:00:00+00,BG,Bangu,O3,Boa,35,2
71671,2021/03/19 03:00:00+00,CG,Campo Grande,O3,Boa,30,4
71672,2021/03/19 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,31,6
71673,2021/03/20 03:00:00+00,CA,Centro,O3,Boa,26,3
71674,2021/03/20 03:00:00+00,SC,São Cristóvão,O3,Boa,33,7
71675,2021/03/20 03:00:00+00,SP,Tijuca,O3,Boa,28,8
71676,2021/03/20 03:00:00+00,IR,Irajá,MP10,Boa,39,5
71677,2021/03/20 03:00:00+00,BG,Bangu,O3,Boa,38,2
71678,2021/03/20 03:00:00+00,CG,Campo Grande,O3,Boa,33,4
71679,2021/03/20 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,39,6
71680,2021/03/21 03:00:00+00,CA,Centro,O3,Boa,20,3
71681,2021/03/21 03:00:00+00,SC,São Cristóvão,O3,Boa,23,7
71682,2021/03/21 03:00:00+00,SP,Tijuca,O3,Boa,26,8
71683,2021/03/21 03:00:00+00,IR,Irajá,O3,Boa,30,5
71684,2021/03/21 03:00:00+00,BG,Bangu,O3,Boa,26,2
71685,2021/03/21 03:00:00+00,CG,Campo Grande,SO2,Boa,22,4
71686,2021/03/21 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,24,6
71687,2021/03/22 03:00:00+00,CA,Centro,O3,Boa,30,3
71688,2021/03/22 03:00:00+00,SC,São Cristóvão,O3,Boa,36,7
71689,2021/03/22 03:00:00+00,SP,Tijuca,O3,Boa,28,8
71690,2021/03/22 03:00:00+00,IR,Irajá,MP10,Boa,27,5
71691,2021/03/22 03:00:00+00,BG,Bangu,MP10,Boa,21,2
71692,2021/03/22 03:00:00+00,CG,Campo Grande,SO2,Boa,18,4
71693,2021/03/22 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,23,6
71694,2021/03/23 03:00:00+00,CA,Centro,O3,Boa,27,3
71695,2021/03/23 03:00:00+00,SC,São Cristóvão,O3,Boa,34,7
71696,2021/03/23 03:00:00+00,SP,Tijuca,O3,Boa,26,8
71697,2021/03/23 03:00:00+00,IR,Irajá,MP10,Boa,33,5
71698,2021/03/23 03:00:00+00,BG,Bangu,O3,Boa,28,2
71699,2021/03/23 03:00:00+00,CG,Campo Grande,O3,Boa,23,4
71700,2021/03/23 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,24,6
71701,2021/03/24 03:00:00+00,CA,Centro,O3,Moderada,48,3
71702,2021/03/24 03:00:00+00,SC,São Cristóvão,O3,Ruim,81,7
71703,2021/03/24 03:00:00+00,SP,Tijuca,O3,Moderada,52,8
71704,2021/03/24 03:00:00+00,IR,Irajá,MP10,Moderada,42,5
71705,2021/03/24 03:00:00+00,BG,Bangu,O3,Boa,36,2
71706,2021/03/24 03:00:00+00,CG,Campo Grande,O3,Boa,35,4
71707,2021/03/24 03:00:00+00,PG,Pedra de Guaratiba,O3,Moderada,63,6
71708,2021/03/25 03:00:00+00,CA,Centro,O3,Boa,26,3
71709,2021/03/25 03:00:00+00,SC,São Cristóvão,O3,Boa,39,7
71710,2021/03/25 03:00:00+00,SP,Tijuca,O3,Boa,26,8
71711,2021/03/25 03:00:00+00,IR,Irajá,MP10,Boa,35,5
71712,2021/03/25 03:00:00+00,BG,Bangu,MP10,Boa,28,2
71713,2021/03/25 03:00:00+00,CG,Campo Grande,O3,Boa,22,4
71714,2021/03/25 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,28,6
71715,2021/03/26 03:00:00+00,CA,Centro,O3,Boa,30,3
71716,2021/03/26 03:00:00+00,SC,São Cristóvão,O3,Boa,40,7
71717,2021/03/26 03:00:00+00,SP,Tijuca,O3,Boa,32,8
71718,2021/03/26 03:00:00+00,IR,Irajá,MP2_5,Boa,40,5
71719,2021/03/26 03:00:00+00,BG,Bangu,O3,Moderada,48,2
71720,2021/03/26 03:00:00+00,CG,Campo Grande,O3,Boa,36,4
71721,2021/03/26 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,38,6
71722,2021/03/27 03:00:00+00,CA,Centro,O3,Moderada,61,3
71723,2021/03/27 03:00:00+00,SC,São Cristóvão,O3,Ruim,108,7
71724,2021/03/27 03:00:00+00,SP,Tijuca,O3,Moderada,79,8
71725,2021/03/27 03:00:00+00,IR,Irajá,MP10,Moderada,41,5
71726,2021/03/27 03:00:00+00,BG,Bangu,O3,Boa,36,2
71727,2021/03/27 03:00:00+00,CG,Campo Grande,O3,Boa,36,4
71728,2021/03/27 03:00:00+00,PG,Pedra de Guaratiba,O3,Moderada,73,6
71729,2021/03/28 03:00:00+00,CA,Centro,O3,Boa,34,3
71730,2021/03/28 03:00:00+00,SC,São Cristóvão,O3,Moderada,60,7
71731,2021/03/28 03:00:00+00,SP,Tijuca,O3,Boa,38,8
71732,2021/03/28 03:00:00+00,IR,Irajá,MP10,Boa,37,5
71733,2021/03/28 03:00:00+00,BG,Bangu,O3,Boa,32,2
71734,2021/03/28 03:00:00+00,CG,Campo Grande,MP10,Boa,25,4
71735,2021/03/28 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,36,6
71736,2021/03/29 03:00:00+00,CA,Centro,O3,Moderada,52,3
71737,2021/03/29 03:00:00+00,SC,São Cristóvão,O3,Moderada,80,7
71738,2021/03/29 03:00:00+00,SP,Tijuca,O3,Moderada,47,8
71739,2021/03/29 03:00:00+00,IR,Irajá,MP10,Moderada,43,5
71740,2021/03/29 03:00:00+00,BG,Bangu,MP10,Boa,31,2
71741,2021/03/29 03:00:00+00,CG,Campo Grande,SO2,Boa,26,4
71742,2021/03/29 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,33,6
71743,2021/03/30 03:00:00+00,CA,Centro,O3,Boa,36,3
71744,2021/03/30 03:00:00+00,SC,São Cristóvão,O3,Boa,36,7
71745,2021/03/30 03:00:00+00,SP,Tijuca,O3,Boa,37,8
71746,2021/03/30 03:00:00+00,IR,Irajá,SO2,Boa,24,5
71747,2021/03/30 03:00:00+00,BG,Bangu,O3,Boa,30,2
71748,2021/03/30 03:00:00+00,CG,Campo Grande,O3,Boa,19,4
71749,,PG,Pedra de Guaratiba,,Indisponível,,6
71750,2021/03/31 03:00:00+00,CA,Centro,O3,Boa,17,3
71751,2021/03/31 03:00:00+00,SC,São Cristóvão,O3,Boa,24,7
71752,2021/03/31 03:00:00+00,SP,Tijuca,O3,Boa,18,8
71753,2021/03/31 03:00:00+00,IR,Irajá,MP10,Boa,22,5
71754,2021/03/31 03:00:00+00,BG,Bangu,O3,Boa,18,2
71755,2021/03/31 03:00:00+00,CG,Campo Grande,O3,Boa,17,4
71756,2021/03/31 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,21,6
71757,2021/04/01 03:00:00+00,CA,Centro,MP10,Boa,18,3
71758,2021/04/01 03:00:00+00,SC,São Cristóvão,O3,Boa,22,7
71759,2021/04/01 03:00:00+00,SP,Tijuca,MP10,Boa,17,8
71760,2021/04/01 03:00:00+00,IR,Irajá,MP10,Boa,25,5
71761,2021/04/01 03:00:00+00,BG,Bangu,O3,Boa,17,2
71762,2021/04/01 03:00:00+00,CG,Campo Grande,O3,Boa,16,4
71763,2021/04/01 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,19,6
71764,2021/04/02 03:00:00+00,CA,Centro,O3,Boa,16,3
71765,2021/04/02 03:00:00+00,SC,São Cristóvão,O3,Boa,20,7
71766,2021/04/02 03:00:00+00,SP,Tijuca,O3,Boa,15,8
71767,2021/04/02 03:00:00+00,IR,Irajá,MP10,Boa,22,5
71768,2021/04/02 03:00:00+00,BG,Bangu,O3,Boa,14,2
71769,2021/04/02 03:00:00+00,CG,Campo Grande,O3,Boa,14,4
71770,2021/04/02 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,17,6
71771,2021/04/03 03:00:00+00,CA,Centro,O3,Boa,24,3
71772,2021/04/03 03:00:00+00,SC,São Cristóvão,O3,Boa,28,7
71773,2021/04/03 03:00:00+00,SP,Tijuca,O3,Boa,22,8
71774,2021/04/03 03:00:00+00,IR,Irajá,MP10,Boa,29,5
71775,2021/04/03 03:00:00+00,BG,Bangu,O3,Boa,22,2
71776,2021/04/03 03:00:00+00,CG,Campo Grande,O3,Boa,22,4
71777,2021/04/03 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,23,6
71778,2021/04/04 03:00:00+00,CA,Centro,O3,Boa,20,3
71779,2021/04/04 03:00:00+00,SC,São Cristóvão,O3,Boa,24,7
71780,2021/04/04 03:00:00+00,SP,Tijuca,O3,Boa,18,8
71781,2021/04/04 03:00:00+00,IR,Irajá,MP10,Boa,21,5
71782,2021/04/04 03:00:00+00,BG,Bangu,O3,Boa,16,2
71783,2021/04/04 03:00:00+00,CG,Campo Grande,O3,Boa,16,4
71784,2021/04/04 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,19,6
71785,2021/04/05 03:00:00+00,CA,Centro,MP10,Boa,14,3
71786,2021/04/05 03:00:00+00,SC,São Cristóvão,O3,Boa,16,7
71787,2021/04/05 03:00:00+00,SP,Tijuca,MP10,Boa,14,8
71788,2021/04/05 03:00:00+00,IR,Irajá,MP10,Boa,23,5
71789,2021/04/05 03:00:00+00,BG,Bangu,O3,Boa,15,2
71790,2021/04/05 03:00:00+00,CG,Campo Grande,O3,Boa,16,4
71791,2021/04/05 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,16,6
71792,2021/04/06 03:00:00+00,CA,Centro,O3,Boa,15,3
71793,2021/04/06 03:00:00+00,SC,São Cristóvão,O3,Boa,19,7
71794,2021/04/06 03:00:00+00,SP,Tijuca,O3,Boa,15,8
71795,2021/04/06 03:00:00+00,IR,Irajá,MP10,Boa,28,5
71796,2021/04/06 03:00:00+00,BG,Bangu,O3,Boa,20,2
71797,2021/04/06 03:00:00+00,CG,Campo Grande,O3,Boa,3,4
71798,2021/04/06 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,22,6
71799,2021/04/07 03:00:00+00,CA,Centro,O3,Boa,14,3
71800,2021/04/07 03:00:00+00,SC,São Cristóvão,O3,Boa,18,7
71801,2021/04/07 03:00:00+00,SP,Tijuca,MP10,Boa,14,8
71802,2021/04/07 03:00:00+00,IR,Irajá,MP10,Boa,22,5
71803,2021/04/07 03:00:00+00,BG,Bangu,O3,Boa,15,2
71804,2021/04/07 03:00:00+00,CG,Campo Grande,O3,Boa,14,4
71805,2021/04/07 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,17,6
71806,2021/04/08 03:00:00+00,CA,Centro,O3,Boa,14,3
71807,2021/04/08 03:00:00+00,SC,São Cristóvão,O3,Boa,17,7
71808,2021/04/08 03:00:00+00,SP,Tijuca,MP10,Boa,14,8
71809,2021/04/08 03:00:00+00,IR,Irajá,MP10,Boa,25,5
71810,2021/04/08 03:00:00+00,BG,Bangu,O3,Boa,17,2
71811,2021/04/08 03:00:00+00,CG,Campo Grande,O3,Boa,18,4
71812,2021/04/08 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,17,6
71813,2021/04/09 03:00:00+00,CA,Centro,O3,Boa,18,3
71814,2021/04/09 03:00:00+00,SC,São Cristóvão,O3,Boa,24,7
71815,2021/04/09 03:00:00+00,SP,Tijuca,O3,Boa,18,8
71816,2021/04/09 03:00:00+00,IR,Irajá,MP10,Boa,28,5
71817,2021/04/09 03:00:00+00,BG,Bangu,O3,Boa,25,2
71818,2021/04/09 03:00:00+00,CG,Campo Grande,O3,Boa,24,4
71819,2021/04/09 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,25,6
71820,2021/04/10 03:00:00+00,CA,Centro,O3,Boa,30,3
71821,2021/04/10 03:00:00+00,SC,São Cristóvão,O3,Boa,31,7
71822,2021/04/10 03:00:00+00,SP,Tijuca,O3,Boa,26,8
71823,2021/04/10 03:00:00+00,IR,Irajá,MP10,Boa,28,5
71824,2021/04/10 03:00:00+00,BG,Bangu,O3,Boa,24,2
71825,2021/04/10 03:00:00+00,CG,Campo Grande,O3,Boa,25,4
71826,2021/04/10 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,31,6
71827,2021/04/11 03:00:00+00,CA,Centro,O3,Boa,31,3
71828,2021/04/11 03:00:00+00,SC,São Cristóvão,O3,Boa,29,7
71829,2021/04/11 03:00:00+00,SP,Tijuca,O3,Boa,32,8
71830,2021/04/11 03:00:00+00,IR,Irajá,O3,Boa,32,5
71831,2021/04/11 03:00:00+00,BG,Bangu,O3,Boa,25,2
71832,2021/04/11 03:00:00+00,CG,Campo Grande,O3,Boa,27,4
71833,2021/04/11 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,30,6
71834,2021/04/12 03:00:00+00,CA,Centro,O3,Boa,7,3
71835,2021/04/12 03:00:00+00,SC,São Cristóvão,O3,Boa,40,7
71836,2021/04/12 03:00:00+00,SP,Tijuca,O3,Boa,30,8
71837,2021/04/12 03:00:00+00,IR,Irajá,MP10,Moderada,45,5
71838,2021/04/12 03:00:00+00,BG,Bangu,O3,Boa,30,2
71839,2021/04/12 03:00:00+00,CG,Campo Grande,MP10,Boa,28,4
71840,2021/04/12 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,34,6
71841,2021/04/13 03:00:00+00,CA,Centro,O3,Boa,17,3
71842,2021/04/13 03:00:00+00,SC,São Cristóvão,MP10,Boa,22,7
71843,2021/04/13 03:00:00+00,SP,Tijuca,MP10,Boa,22,8
71844,2021/04/13 03:00:00+00,IR,Irajá,MP10,Boa,24,5
71845,2021/04/13 03:00:00+00,BG,Bangu,O3,Boa,13,2
71846,2021/04/13 03:00:00+00,CG,Campo Grande,MP10,Boa,14,4
71847,2021/04/13 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,18,6
71848,2021/04/14 03:00:00+00,CA,Centro,MP10,Boa,28,3
71849,2021/04/14 03:00:00+00,SC,São Cristóvão,O3,Boa,20,7
71850,2021/04/14 03:00:00+00,SP,Tijuca,MP10,Boa,25,8
71851,2021/04/14 03:00:00+00,IR,Irajá,MP10,Boa,32,5
71852,2021/04/14 03:00:00+00,BG,Bangu,NO2,Boa,7,2
71853,2021/04/14 03:00:00+00,CG,Campo Grande,SO2,Boa,18,4
71854,2021/04/14 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,20,6
71855,2021/04/15 03:00:00+00,CA,Centro,MP10,Boa,30,3
71856,2021/04/15 03:00:00+00,SC,São Cristóvão,MP10,Boa,25,7
71857,2021/04/15 03:00:00+00,SP,Tijuca,MP10,Boa,26,8
71858,2021/04/15 03:00:00+00,IR,Irajá,MP10,Boa,34,5
71859,2021/04/15 03:00:00+00,BG,Bangu,O3,Boa,22,2
71860,2021/04/15 03:00:00+00,CG,Campo Grande,O3,Boa,24,4
71861,2021/04/15 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,24,6
71862,2021/04/16 03:00:00+00,CA,Centro,MP10,Boa,22,3
71863,2021/04/16 03:00:00+00,SC,São Cristóvão,MP10,Boa,24,7
71864,2021/04/16 03:00:00+00,SP,Tijuca,MP10,Boa,25,8
71865,2021/04/16 03:00:00+00,IR,Irajá,MP10,Boa,30,5
71866,2021/04/16 03:00:00+00,BG,Bangu,O3,Boa,24,2
71867,2021/04/16 03:00:00+00,CG,Campo Grande,SO2,Boa,24,4
71868,2021/04/16 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,26,6
71869,2021/04/17 03:00:00+00,CA,Centro,O3,Boa,22,3
71870,2021/04/17 03:00:00+00,SC,São Cristóvão,MP10,Boa,20,7
71871,2021/04/17 03:00:00+00,SP,Tijuca,MP10,Boa,26,8
71872,2021/04/17 03:00:00+00,IR,Irajá,MP10,Boa,28,5
71873,2021/04/17 03:00:00+00,BG,Bangu,O3,Boa,25,2
71874,2021/04/17 03:00:00+00,CG,Campo Grande,MP10,Boa,22,4
71875,2021/04/17 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,24,6
71876,2021/04/18 03:00:00+00,CA,Centro,O3,Boa,30,3
71877,2021/04/18 03:00:00+00,SC,São Cristóvão,O3,Boa,28,7
71878,2021/04/18 03:00:00+00,SP,Tijuca,MP10,Boa,25,8
71879,2021/04/18 03:00:00+00,IR,Irajá,MP10,Boa,30,5
71880,2021/04/18 03:00:00+00,BG,Bangu,O3,Boa,23,2
71881,2021/04/18 03:00:00+00,CG,Campo Grande,SO2,Boa,28,4
71882,2021/04/18 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,27,6
71883,2021/04/19 03:00:00+00,CA,Centro,O3,Boa,22,3
71884,2021/04/19 03:00:00+00,SC,São Cristóvão,O3,Boa,20,7
71885,2021/04/19 03:00:00+00,SP,Tijuca,MP10,Boa,19,8
71886,2021/04/19 03:00:00+00,IR,Irajá,MP10,Boa,22,5
71887,2021/04/19 03:00:00+00,BG,Bangu,O3,Boa,18,2
71888,2021/04/19 03:00:00+00,CG,Campo Grande,SO2,Boa,18,4
71889,2021/04/19 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,19,6
71890,2021/04/20 03:00:00+00,CA,Centro,MP10,Boa,22,3
71891,2021/04/20 03:00:00+00,SC,São Cristóvão,MP10,Boa,17,7
71892,2021/04/20 03:00:00+00,SP,Tijuca,MP10,Boa,27,8
71893,2021/04/20 03:00:00+00,IR,Irajá,MP10,Boa,27,5
71894,2021/04/20 03:00:00+00,BG,Bangu,MP10,Boa,16,2
71895,2021/04/20 03:00:00+00,CG,Campo Grande,SO2,Boa,20,4
