objectid,data,estação,estacao_nome,poluente,classificação,iqar,codnum
76911,2023/02/06 03:00:00+00,CA,Centro,O3,Boa,38,3
76912,2023/02/06 03:00:00+00,AV,Copacabana,O3,Boa,36,1
76913,2023/02/06 03:00:00+00,SC,São Cristóvão,O3,Boa,35,7
76914,2023/02/06 03:00:00+00,SP,Tijuca,O3,Boa,33,8
76915,2023/02/06 03:00:00+00,IR,Irajá,MP10,Boa,15,5
76916,2023/02/06 03:00:00+00,BG,Bangu,O3,Boa,31,2
76917,2023/02/06 03:00:00+00,CG,Campo Grande,O3,Moderada,53,4
76918,2023/02/06 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,29,6
76919,2023/02/07 03:00:00+00,CA,Centro,O3,Boa,23,3
76920,2023/02/07 03:00:00+00,AV,Copacabana,O3,Boa,18,1
76921,2023/02/07 03:00:00+00,SC,São Cristóvão,O3,Boa,23,7
76922,2023/02/07 03:00:00+00,SP,Tijuca,O3,Boa,23,8
76923,2023/02/07 03:00:00+00,IR,Irajá,MP10,Boa,16,5
76924,2023/02/07 03:00:00+00,BG,Bangu,O3,Boa,33,2
76925,2023/02/07 03:00:00+00,CG,Campo Grande,O3,Boa,21,4
76926,2023/02/07 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,30,6
76927,2023/02/08 03:00:00+00,CA,Centro,O3,Boa,23,3
76928,2023/02/08 03:00:00+00,AV,Copacabana,O3,Boa,18,1
76929,2023/02/08 03:00:00+00,SC,São Cristóvão,O3,Boa,26,7
76930,2023/02/08 03:00:00+00,SP,Tijuca,O3,Boa,24,8
76931,2023/02/08 03:00:00+00,IR,Irajá,NO2,Boa,15,5
76932,2023/02/08 03:00:00+00,BG,Bangu,O3,Boa,25,2
76933,2023/02/08 03:00:00+00,CG,Campo Grande,MP10,Boa,11,4
76934,2023/02/08 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,23,6
76935,2023/02/09 03:00:00+00,CA,Centro,O3,Boa,27,3
76936,2023/02/09 03:00:00+00,AV,Copacabana,O3,Boa,21,1
76937,2023/02/09 03:00:00+00,SC,São Cristóvão,O3,Boa,28,7
76938,2023/02/09 03:00:00+00,SP,Tijuca,O3,Boa,24,8
76939,2023/02/09 03:00:00+00,IR,Irajá,MP10,Boa,17,5
76940,2023/02/09 03:00:00+00,BG,Bangu,O3,Moderada,48,2
76941,2023/02/09 03:00:00+00,CG,Campo Grande,O3,Boa,32,4
76942,2023/02/09 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,30,6
76943,2023/02/10 03:00:00+00,CA,Centro,O3,Boa,24,3
76944,2023/02/10 03:00:00+00,AV,Copacabana,O3,Boa,21,1
76945,2023/02/10 03:00:00+00,SC,São Cristóvão,O3,Boa,26,7
76946,2023/02/10 03:00:00+00,SP,Tijuca,O3,Boa,25,8
76947,2023/02/10 03:00:00+00,IR,Irajá,NO2,Boa,16,5
76948,2023/02/10 03:00:00+00,BG,Bangu,O3,Boa,38,2
76949,2023/02/10 03:00:00+00,CG,Campo Grande,O3,Moderada,64,4
76950,2023/02/10 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,35,6
76951,2023/02/11 03:00:00+00,CA,Centro,O3,Boa,31,3
76952,2023/02/11 03:00:00+00,AV,Copacabana,O3,Boa,22,1
76953,2023/02/11 03:00:00+00,SC,São Cristóvão,O3,Boa,33,7
76954,2023/02/11 03:00:00+00,SP,Tijuca,O3,Boa,35,8
76955,2023/02/11 03:00:00+00,IR,Irajá,MP10,Boa,12,5
76956,2023/02/11 03:00:00+00,BG,Bangu,O3,Boa,27,2
76957,2023/02/11 03:00:00+00,CG,Campo Grande,O3,Boa,29,4
76958,2023/02/11 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,30,6
76959,2023/02/12 03:00:00+00,CA,Centro,O3,Boa,23,3
76960,2023/02/12 03:00:00+00,AV,Copacabana,O3,Boa,20,1
76961,2023/02/12 03:00:00+00,SC,São Cristóvão,MP10,Boa,23,7
76962,2023/02/12 03:00:00+00,SP,Tijuca,O3,Boa,21,8
76963,2023/02/12 03:00:00+00,IR,Irajá,MP10,Boa,12,5
76964,2023/02/12 03:00:00+00,BG,Bangu,O3,Boa,22,2
76965,2023/02/12 03:00:00+00,CG,Campo Grande,MP10,Boa,18,4
76966,2023/02/12 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,18,6
76967,2023/02/13 03:00:00+00,CA,Centro,O3,Boa,34,3
76968,2023/02/13 03:00:00+00,AV,Copacabana,O3,Boa,34,1
76969,2023/02/13 03:00:00+00,SC,São Cristóvão,O3,Boa,34,7
76970,2023/02/13 03:00:00+00,SP,Tijuca,O3,Boa,31,8
76971,2023/02/13 03:00:00+00,IR,Irajá,MP10,Boa,18,5
76972,2023/02/13 03:00:00+00,BG,Bangu,O3,Boa,28,2
76973,2023/02/13 03:00:00+00,CG,Campo Grande,O3,Boa,31,4
76974,2023/02/13 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,31,6
76975,2023/02/14 03:00:00+00,CA,Centro,O3,Boa,27,3
76976,2023/02/14 03:00:00+00,AV,Copacabana,O3,Boa,20,1
76977,2023/02/14 03:00:00+00,SC,São Cristóvão,O3,Boa,35,7
76978,2023/02/14 03:00:00+00,SP,Tijuca,O3,Boa,39,8
76979,2023/02/14 03:00:00+00,IR,Irajá,NO2,Boa,17,5
76980,2023/02/14 03:00:00+00,BG,Bangu,O3,Boa,31,2
76981,2023/02/14 03:00:00+00,CG,Campo Grande,O3,Boa,34,4
76982,2023/02/14 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,40,6
76983,2023/02/15 03:00:00+00,CA,Centro,O3,Boa,32,3
76984,2023/02/15 03:00:00+00,AV,Copacabana,O3,Boa,24,1
76985,2023/02/15 03:00:00+00,SC,São Cristóvão,O3,Boa,38,7
76986,2023/02/15 03:00:00+00,SP,Tijuca,O3,Moderada,42,8
76987,2023/02/15 03:00:00+00,IR,Irajá,MP10,Boa,14,5
76988,2023/02/15 03:00:00+00,BG,Bangu,O3,Boa,32,2
76989,2023/02/15 03:00:00+00,CG,Campo Grande,O3,Boa,28,4
76990,2023/02/15 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,37,6
76991,2023/02/16 03:00:00+00,CA,Centro,O3,Boa,26,3
76992,2023/02/16 03:00:00+00,AV,Copacabana,O3,Boa,23,1
76993,2023/02/16 03:00:00+00,SC,São Cristóvão,O3,Boa,27,7
76994,2023/02/16 03:00:00+00,SP,Tijuca,O3,Boa,23,8
76995,2023/02/16 03:00:00+00,IR,Irajá,NO2,Boa,20,5
76996,2023/02/16 03:00:00+00,BG,Bangu,O3,Boa,21,2
76997,2023/02/16 03:00:00+00,CG,Campo Grande,O3,Boa,22,4
76998,2023/02/16 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,26,6
76999,2023/02/17 03:00:00+00,CA,Centro,O3,Boa,29,3
77000,2023/02/17 03:00:00+00,AV,Copacabana,O3,Boa,26,1
77001,2023/02/17 03:00:00+00,SC,São Cristóvão,O3,Boa,34,7
77002,2023/02/17 03:00:00+00,SP,Tijuca,O3,Boa,32,8
77003,2023/02/17 03:00:00+00,IR,Irajá,MP10,Boa,15,5
77004,2023/02/17 03:00:00+00,BG,Bangu,O3,Boa,26,2
77005,2023/02/17 03:00:00+00,CG,Campo Grande,O3,Boa,31,4
77006,2023/02/17 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,36,6
77007,2023/02/18 03:00:00+00,CA,Centro,O3,Boa,28,3
77008,2023/02/18 03:00:00+00,AV,Copacabana,MP10,Boa,16,1
77009,2023/02/18 03:00:00+00,SC,São Cristóvão,O3,Boa,30,7
77010,2023/02/18 03:00:00+00,SP,Tijuca,O3,Boa,30,8
77011,2023/02/18 03:00:00+00,IR,Irajá,MP10,Boa,14,5
77012,2023/02/18 03:00:00+00,BG,Bangu,O3,Boa,25,2
77013,2023/02/18 03:00:00+00,CG,Campo Grande,O3,Boa,32,4
77014,2023/02/18 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,28,6
77015,2023/02/19 03:00:00+00,CA,Centro,O3,Boa,25,3
77016,2023/02/19 03:00:00+00,AV,Copacabana,MP10,Boa,26,1
77017,2023/02/19 03:00:00+00,SC,São Cristóvão,O3,Boa,32,7
77018,2023/02/19 03:00:00+00,SP,Tijuca,O3,Boa,27,8
77019,2023/02/19 03:00:00+00,IR,Irajá,MP10,Boa,15,5
77020,2023/02/19 03:00:00+00,BG,Bangu,MP10,Boa,29,2
77021,2023/02/19 03:00:00+00,CG,Campo Grande,MP10,Boa,23,4
77022,2023/02/19 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,23,6
77023,2023/02/20 03:00:00+00,CA,Centro,O3,Boa,16,3
77024,2023/02/20 03:00:00+00,AV,Copacabana,MP10,Boa,25,1
77025,2023/02/20 03:00:00+00,SC,São Cristóvão,MP10,Boa,30,7
77026,2023/02/20 03:00:00+00,SP,Tijuca,MP10,Boa,22,8
77027,2023/02/20 03:00:00+00,IR,Irajá,MP10,Boa,15,5
77028,2023/02/20 03:00:00+00,BG,Bangu,MP10,Boa,27,2
77029,2023/02/20 03:00:00+00,CG,Campo Grande,O3,Boa,24,4
77030,2023/02/20 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,27,6
77031,2023/02/21 03:00:00+00,CA,Centro,O3,Boa,21,3
77032,2023/02/21 03:00:00+00,AV,Copacabana,MP10,Boa,23,1
77033,2023/02/21 03:00:00+00,SC,São Cristóvão,MP10,Boa,22,7
77034,2023/02/21 03:00:00+00,SP,Tijuca,O3,Boa,25,8
77035,2023/02/21 03:00:00+00,IR,Irajá,MP10,Boa,12,5
77036,2023/02/21 03:00:00+00,BG,Bangu,MP10,Boa,18,2
77037,2023/02/21 03:00:00+00,CG,Campo Grande,MP10,Boa,21,4
77038,2023/02/21 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,26,6
77039,2023/02/22 03:00:00+00,CA,Centro,O3,Boa,27,3
77040,2023/02/22 03:00:00+00,AV,Copacabana,O3,Boa,24,1
77041,2023/02/22 03:00:00+00,SC,São Cristóvão,O3,Boa,26,7
77042,2023/02/22 03:00:00+00,SP,Tijuca,O3,Boa,25,8
77043,2023/02/22 03:00:00+00,IR,Irajá,MP10,Boa,13,5
77044,2023/02/22 03:00:00+00,BG,Bangu,O3,Boa,34,2
77045,2023/02/22 03:00:00+00,CG,Campo Grande,O3,Moderada,42,4
77046,2023/02/22 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,35,6
77047,2023/02/23 03:00:00+00,CA,Centro,O3,Boa,23,3
77048,2023/02/23 03:00:00+00,AV,Copacabana,MP10,Boa,21,1
77049,2023/02/23 03:00:00+00,SC,São Cristóvão,MP10,Boa,29,7
77050,2023/02/23 03:00:00+00,SP,Tijuca,O3,Boa,24,8
77051,2023/02/23 03:00:00+00,IR,Irajá,MP10,Boa,18,5
77052,2023/02/23 03:00:00+00,BG,Bangu,O3,Boa,39,2
77053,2023/02/23 03:00:00+00,CG,Campo Grande,O3,Moderada,46,4
77054,2023/02/23 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,33,6
77055,2023/02/24 03:00:00+00,CA,Centro,O3,Boa,16,3
77056,2023/02/24 03:00:00+00,AV,Copacabana,MP10,Boa,17,1
77057,2023/02/24 03:00:00+00,SC,São Cristóvão,MP10,Boa,26,7
77058,2023/02/24 03:00:00+00,SP,Tijuca,MP10,Boa,20,8
77059,2023/02/24 03:00:00+00,IR,Irajá,MP10,Boa,14,5
77060,2023/02/24 03:00:00+00,BG,Bangu,O3,Boa,32,2
77061,2023/02/24 03:00:00+00,CG,Campo Grande,O3,Moderada,50,4
77062,2023/02/24 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,34,6
77063,2023/02/25 03:00:00+00,CA,Centro,O3,Boa,16,3
77064,2023/02/25 03:00:00+00,AV,Copacabana,MP10,Boa,17,1
77065,2023/02/25 03:00:00+00,SC,São Cristóvão,MP10,Boa,26,7
77066,2023/02/25 03:00:00+00,SP,Tijuca,MP10,Boa,20,8
77067,2023/02/25 03:00:00+00,IR,Irajá,MP10,Boa,14,5
77068,2023/02/25 03:00:00+00,BG,Bangu,O3,Boa,32,2
77069,2023/02/25 03:00:00+00,CG,Campo Grande,O3,Moderada,50,4
77070,2023/02/25 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,34,6
77071,2023/02/26 03:00:00+00,CA,Centro,O3,Boa,29,3
77072,2023/02/26 03:00:00+00,AV,Copacabana,MP10,Boa,23,1
77073,2023/02/26 03:00:00+00,SC,São Cristóvão,O3,Boa,35,7
77074,2023/02/26 03:00:00+00,SP,Tijuca,O3,Moderada,53,8
77075,2023/02/26 03:00:00+00,IR,Irajá,MP10,Boa,16,5
77076,2023/02/26 03:00:00+00,BG,Bangu,O3,Boa,28,2
77077,2023/02/26 03:00:00+00,CG,Campo Grande,O3,Boa,28,4
77078,2023/02/26 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,30,6
77079,2023/02/27 03:00:00+00,CA,Centro,O3,Boa,18,3
77080,2023/02/27 03:00:00+00,AV,Copacabana,MP10,Boa,16,1
77081,2023/02/27 03:00:00+00,SC,São Cristóvão,MP10,Boa,24,7
77082,2023/02/27 03:00:00+00,SP,Tijuca,MP10,Boa,20,8
77083,,IR,Irajá,,Indisponível,,5
77084,2023/02/27 03:00:00+00,BG,Bangu,MP10,Boa,21,2
77085,2023/02/27 03:00:00+00,CG,Campo Grande,O3,Boa,27,4
77086,2023/02/27 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,26,6
77087,2023/02/28 03:00:00+00,CA,Centro,O3,Boa,27,3
77088,2023/02/28 03:00:00+00,AV,Copacabana,O3,Boa,24,1
77089,2023/02/28 03:00:00+00,SC,São Cristóvão,O3,Boa,30,7
77090,2023/02/28 03:00:00+00,SP,Tijuca,MP10,Boa,25,8
77091,,IR,Irajá,,Indisponível,,5
77092,2023/02/28 03:00:00+00,BG,Bangu,MP10,Boa,24,2
77093,2023/02/28 03:00:00+00,CG,Campo Grande,O3,Boa,26,4
77094,2023/02/28 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,26,6
77095,2023/03/01 03:00:00+00,CA,Centro,O3,Boa,24,3
77096,2023/03/01 03:00:00+00,AV,Copacabana,O3,Boa,24,1
77097,2023/03/01 03:00:00+00,SC,São Cristóvão,O3,Boa,23,7
77098,2023/03/01 03:00:00+00,SP,Tijuca,O3,Boa,22,8
77099,2023/03/01 03:00:00+00,IR,Irajá,NO2,Boa,10,5
77100,2023/03/01 03:00:00+00,BG,Bangu,O3,Boa,28,2
77101,2023/03/01 03:00:00+00,CG,Campo Grande,O3,Boa,33,4
77102,2023/03/01 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,29,6
77103,2023/03/02 03:00:00+00,CA,Centro,O3,Boa,16,3
77104,2023/03/02 03:00:00+00,AV,Copacabana,MP10,Boa,24,1
77105,2023/03/02 03:00:00+00,SC,São Cristóvão,MP10,Boa,33,7
77106,2023/03/02 03:00:00+00,SP,Tijuca,MP10,Boa,28,8
77107,2023/03/02 03:00:00+00,IR,Irajá,MP10,Boa,26,5
77108,2023/03/02 03:00:00+00,BG,Bangu,MP10,Boa,29,2
77109,2023/03/02 03:00:00+00,CG,Campo Grande,O3,Moderada,46,4
77110,2023/03/02 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,37,6
77111,2023/03/03 03:00:00+00,CA,Centro,O3,Boa,21,3
77112,2023/03/03 03:00:00+00,AV,Copacabana,MP10,Boa,26,1
77113,2023/03/03 03:00:00+00,SC,São Cristóvão,MP10,Boa,36,7
77114,2023/03/03 03:00:00+00,SP,Tijuca,MP10,Boa,30,8
77115,2023/03/03 03:00:00+00,IR,Irajá,MP10,Boa,22,5
77116,2023/03/03 03:00:00+00,BG,Bangu,O3,Boa,39,2
77117,2023/03/03 03:00:00+00,CG,Campo Grande,O3,Moderada,67,4
77118,2023/03/03 03:00:00+00,PG,Pedra de Guaratiba,MP10,Moderada,45,6
77119,2023/03/04 03:00:00+00,CA,Centro,O3,Boa,25,3
77120,2023/03/04 03:00:00+00,AV,Copacabana,MP10,Boa,23,1
77121,2023/03/04 03:00:00+00,SC,São Cristóvão,O3,Boa,39,7
77122,2023/03/04 03:00:00+00,SP,Tijuca,MP10,Boa,29,8
77123,2023/03/04 03:00:00+00,IR,Irajá,MP10,Boa,19,5
77124,2023/03/04 03:00:00+00,BG,Bangu,MP10,Boa,35,2
77125,2023/03/04 03:00:00+00,CG,Campo Grande,O3,Boa,34,4
77126,2023/03/04 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,40,6
77127,2023/03/05 03:00:00+00,CA,Centro,O3,Boa,29,3
77128,2023/03/05 03:00:00+00,AV,Copacabana,O3,Boa,28,1
77129,2023/03/05 03:00:00+00,SC,São Cristóvão,MP10,Boa,33,7
77130,2023/03/05 03:00:00+00,SP,Tijuca,MP10,Boa,22,8
77131,2023/03/05 03:00:00+00,IR,Irajá,MP10,Boa,22,5
77132,2023/03/05 03:00:00+00,BG,Bangu,MP10,Boa,25,2
77133,2023/03/05 03:00:00+00,CG,Campo Grande,O3,Boa,25,4
77134,2023/03/05 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,37,6
77135,2023/03/06 03:00:00+00,CA,Centro,O3,Boa,18,3
77136,2023/03/06 03:00:00+00,AV,Copacabana,O3,Boa,18,1
77137,2023/03/06 03:00:00+00,SC,São Cristóvão,MP10,Boa,21,7
77138,2023/03/06 03:00:00+00,SP,Tijuca,MP10,Boa,17,8
77139,2023/03/06 03:00:00+00,IR,Irajá,MP10,Boa,18,5
77140,2023/03/06 03:00:00+00,BG,Bangu,MP10,Boa,21,2
77141,2023/03/06 03:00:00+00,CG,Campo Grande,O3,Boa,28,4
77142,2023/03/06 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,22,6
77143,2023/03/07 03:00:00+00,CA,Centro,O3,Boa,22,3
77144,2023/03/07 03:00:00+00,AV,Copacabana,MP10,Boa,21,1
77145,2023/03/07 03:00:00+00,SC,São Cristóvão,MP10,Boa,27,7
77146,2023/03/07 03:00:00+00,SP,Tijuca,MP10,Boa,23,8
77147,2023/03/07 03:00:00+00,IR,Irajá,MP10,Boa,20,5
77148,2023/03/07 03:00:00+00,BG,Bangu,MP10,Boa,27,2
77149,2023/03/07 03:00:00+00,CG,Campo Grande,MP10,Boa,28,4
77150,2023/03/07 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,34,6
77151,2023/03/08 03:00:00+00,CA,Centro,O3,Boa,15,3
77152,2023/03/08 03:00:00+00,AV,Copacabana,MP10,Boa,22,1
77153,2023/03/08 03:00:00+00,SC,São Cristóvão,MP10,Boa,26,7
77154,2023/03/08 03:00:00+00,SP,Tijuca,MP10,Boa,18,8
77155,2023/03/08 03:00:00+00,IR,Irajá,MP10,Boa,22,5
77156,2023/03/08 03:00:00+00,BG,Bangu,O3,Boa,27,2
77157,2023/03/08 03:00:00+00,CG,Campo Grande,MP10,Boa,31,4
77158,2023/03/08 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,38,6
77159,2023/03/09 03:00:00+00,CA,Centro,O3,Boa,19,3
77160,2023/03/09 03:00:00+00,AV,Copacabana,MP10,Boa,25,1
77161,2023/03/09 03:00:00+00,SC,São Cristóvão,MP10,Boa,32,7
77162,2023/03/09 03:00:00+00,SP,Tijuca,MP10,Boa,23,8
77163,2023/03/09 03:00:00+00,IR,Irajá,MP10,Boa,22,5
77164,2023/03/09 03:00:00+00,BG,Bangu,O3,Boa,7,2
77165,2023/03/09 03:00:00+00,CG,Campo Grande,MP10,Boa,28,4
77166,2023/03/09 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,40,6
77167,2023/03/10 03:00:00+00,CA,Centro,O3,Boa,31,3
77168,2023/03/10 03:00:00+00,AV,Copacabana,MP10,Boa,30,1
77169,2023/03/10 03:00:00+00,SC,São Cristóvão,MP10,Boa,35,7
77170,2023/03/10 03:00:00+00,SP,Tijuca,MP10,Boa,30,8
77171,2023/03/10 03:00:00+00,IR,Irajá,MP10,Boa,23,5
77172,2023/03/10 03:00:00+00,BG,Bangu,MP10,Boa,30,2
77173,2023/03/10 03:00:00+00,CG,Campo Grande,O3,Boa,35,4
77174,2023/03/10 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,40,6
77175,2023/03/11 03:00:00+00,CA,Centro,O3,Boa,17,3
77176,2023/03/11 03:00:00+00,AV,Copacabana,MP10,Boa,26,1
77177,2023/03/11 03:00:00+00,SC,São Cristóvão,MP10,Boa,35,7
77178,2023/03/11 03:00:00+00,SP,Tijuca,MP10,Boa,30,8
77179,2023/03/11 03:00:00+00,IR,Irajá,MP10,Boa,20,5
77180,2023/03/11 03:00:00+00,BG,Bangu,MP10,Boa,22,2
77181,2023/03/11 03:00:00+00,CG,Campo Grande,O3,Boa,27,4
77182,2023/03/11 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,24,6
77183,2023/03/12 03:00:00+00,CA,Centro,O3,Boa,12,3
77184,2023/03/12 03:00:00+00,AV,Copacabana,MP10,Boa,14,1
77185,2023/03/12 03:00:00+00,SC,São Cristóvão,MP10,Boa,21,7
77186,2023/03/12 03:00:00+00,SP,Tijuca,O3,Boa,16,8
77187,2023/03/12 03:00:00+00,IR,Irajá,MP10,Boa,12,5
77188,2023/03/12 03:00:00+00,BG,Bangu,O3,Boa,24,2
77189,2023/03/12 03:00:00+00,CG,Campo Grande,O3,Boa,37,4
77190,2023/03/12 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,20,6
77191,2023/03/13 03:00:00+00,CA,Centro,CO[ppm],Boa,1,3
77192,2023/03/13 03:00:00+00,AV,Copacabana,MP10,Boa,17,1
77193,2023/03/13 03:00:00+00,SC,São Cristóvão,MP10,Boa,22,7
77194,2023/03/13 03:00:00+00,SP,Tijuca,MP10,Boa,13,8
77195,2023/03/13 03:00:00+00,IR,Irajá,MP10,Boa,13,5
77196,2023/03/13 03:00:00+00,BG,Bangu,MP10,Boa,22,2
77197,2023/03/13 03:00:00+00,CG,Campo Grande,O3,Boa,26,4
77198,2023/03/13 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,22,6
77199,2023/03/14 03:00:00+00,CA,Centro,CO[ppm],Boa,3,3
77200,2023/03/14 03:00:00+00,AV,Copacabana,MP10,Boa,16,1
77201,2023/03/14 03:00:00+00,SC,São Cristóvão,MP10,Boa,19,7
77202,2023/03/14 03:00:00+00,SP,Tijuca,O3,Boa,11,8
77203,2023/03/14 03:00:00+00,IR,Irajá,MP10,Boa,12,5
77204,2023/03/14 03:00:00+00,BG,Bangu,O3,Boa,22,2
77205,2023/03/14 03:00:00+00,CG,Campo Grande,O3,Boa,18,4
77206,2023/03/14 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,20,6
77207,2023/03/15 03:00:00+00,CA,Centro,CO[ppm],Boa,2,3
77208,2023/03/15 03:00:00+00,AV,Copacabana,MP10,Boa,23,1
77209,2023/03/15 03:00:00+00,SC,São Cristóvão,MP10,Boa,22,7
77210,2023/03/15 03:00:00+00,SP,Tijuca,MP10,Boa,12,8
77211,2023/03/15 03:00:00+00,IR,Irajá,MP10,Boa,10,5
77212,2023/03/15 03:00:00+00,BG,Bangu,MP10,Boa,22,2
77213,2023/03/15 03:00:00+00,CG,Campo Grande,O3,Boa,25,4
77214,2023/03/15 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,21,6
77215,2023/03/16 03:00:00+00,CA,Centro,O3,Boa,10,3
77216,2023/03/16 03:00:00+00,AV,Copacabana,MP10,Boa,27,1
77217,2023/03/16 03:00:00+00,SC,São Cristóvão,MP10,Boa,26,7
77218,2023/03/16 03:00:00+00,SP,Tijuca,MP10,Boa,15,8
77219,2023/03/16 03:00:00+00,IR,Irajá,MP10,Boa,12,5
77220,2023/03/16 03:00:00+00,BG,Bangu,MP10,Boa,23,2
77221,2023/03/16 03:00:00+00,CG,Campo Grande,O3,Boa,24,4
77222,2023/03/16 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,28,6
77223,2023/03/17 03:00:00+00,CA,Centro,O3,Boa,10,3
77224,2023/03/17 03:00:00+00,AV,Copacabana,MP10,Boa,26,1
77225,2023/03/17 03:00:00+00,SC,São Cristóvão,MP10,Boa,23,7
77226,2023/03/17 03:00:00+00,SP,Tijuca,MP10,Boa,14,8
77227,2023/03/17 03:00:00+00,IR,Irajá,MP10,Boa,13,5
77228,2023/03/17 03:00:00+00,BG,Bangu,MP10,Boa,22,2
77229,2023/03/17 03:00:00+00,CG,Campo Grande,O3,Boa,28,4
77230,2023/03/17 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,31,6
77231,2023/03/18 03:00:00+00,CA,Centro,O3,Boa,15,3
77232,2023/03/18 03:00:00+00,AV,Copacabana,MP10,Boa,27,1
77233,2023/03/18 03:00:00+00,SC,São Cristóvão,MP10,Boa,22,7
77234,2023/03/18 03:00:00+00,SP,Tijuca,O3,Boa,17,8
77235,2023/03/18 03:00:00+00,IR,Irajá,MP10,Boa,14,5
77236,2023/03/18 03:00:00+00,BG,Bangu,MP10,Boa,27,2
77237,2023/03/18 03:00:00+00,CG,Campo Grande,O3,Boa,28,4
77238,2023/03/18 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,25,6
77239,2023/03/19 03:00:00+00,CA,Centro,O3,Boa,17,3
77240,2023/03/19 03:00:00+00,AV,Copacabana,MP10,Boa,23,1
77241,2023/03/19 03:00:00+00,SC,São Cristóvão,MP10,Boa,26,7
77242,2023/03/19 03:00:00+00,SP,Tijuca,MP10,Boa,18,8
77243,2023/03/19 03:00:00+00,IR,Irajá,MP10,Boa,13,5
77244,2023/03/19 03:00:00+00,BG,Bangu,MP10,Boa,27,2
77245,2023/03/19 03:00:00+00,CG,Campo Grande,O3,Boa,32,4
77246,2023/03/19 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,28,6
77247,2023/03/20 03:00:00+00,CA,Centro,O3,Boa,21,3
77248,2023/03/20 03:00:00+00,AV,Copacabana,MP10,Boa,25,1
77249,2023/03/20 03:00:00+00,SC,São Cristóvão,MP10,Boa,26,7
77250,2023/03/20 03:00:00+00,SP,Tijuca,O3,Boa,22,8
77251,2023/03/20 03:00:00+00,IR,Irajá,MP10,Boa,20,5
77252,2023/03/20 03:00:00+00,BG,Bangu,MP10,Boa,31,2
77253,2023/03/20 03:00:00+00,CG,Campo Grande,O3,Boa,29,4
77254,2023/03/20 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,38,6
77255,2023/03/21 03:00:00+00,CA,Centro,O3,Boa,21,3
77256,2023/03/21 03:00:00+00,AV,Copacabana,MP10,Boa,20,1
77257,2023/03/21 03:00:00+00,SC,São Cristóvão,MP10,Boa,34,7
77258,2023/03/21 03:00:00+00,SP,Tijuca,MP10,Boa,22,8
77259,2023/03/21 03:00:00+00,IR,Irajá,MP10,Boa,17,5
77260,2023/03/21 03:00:00+00,BG,Bangu,MP10,Boa,26,2
77261,2023/03/21 03:00:00+00,CG,Campo Grande,O3,Boa,32,4
77262,2023/03/21 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,34,6
77263,2023/03/22 03:00:00+00,CA,Centro,O3,Boa,19,3
77264,2023/03/22 03:00:00+00,AV,Copacabana,MP10,Boa,22,1
77265,2023/03/22 03:00:00+00,SC,São Cristóvão,MP10,Boa,30,7
77266,2023/03/22 03:00:00+00,SP,Tijuca,O3,Boa,21,8
77267,2023/03/22 03:00:00+00,IR,Irajá,MP10,Boa,17,5
