data_dia,AQI,Qualidade_do_Ar
2013-02-21,51,N2 - Moderada
2013-02-22,50,N2 - Moderada
2013-02-23,54,N2 - Moderada
2013-02-24,53,N2 - Moderada
2013-02-25,53,N2 - Moderada
2013-02-26,66,N2 - Moderada
2013-02-27,34,N1 - Boa
2013-02-28,34,N1 - Boa
2013-03-01,33,N1 - Boa
2013-03-02,28,N1 - Boa
2013-03-03,32,N1 - Boa
2013-03-04,50,N2 - Moderada
2013-03-05,45,N2 - Moderada
2013-03-06,48,N2 - Moderada
2013-03-07,49,N2 - Moderada
2013-03-08,52,N2 - Moderada
2013-03-09,50,N2 - Moderada
2013-03-10,44,N2 - Moderada
2013-03-11,43,N2 - Moderada
2013-03-12,44,N2 - Moderada
2013-03-13,55,N2 - Moderada
2013-03-14,43,N2 - Moderada
2013-03-15,43,N2 - Moderada
2013-03-16,37,N1 - Boa
2013-03-17,45,N2 - Moderada
2013-03-18,51,N2 - Moderada
2013-03-19,41,N2 - Moderada
2013-03-20,47,N2 - Moderada
2013-03-21,41,N2 - Moderada
2013-03-22,64,N2 - Moderada
2013-03-23,43,N2 - Moderada
2013-03-24,33,N1 - Boa
2013-03-25,39,N1 - Boa
2013-03-26,44,N2 - Moderada
2013-03-27,38,N1 - Boa
2013-03-28,40,N1 - Boa
2013-03-29,33,N1 - Boa
2013-03-30,35,N1 - Boa
2013-03-31,30,N1 - Boa
2013-04-01,57,N2 - Moderada
2013-04-02,42,N2 - Moderada
2013-04-03,42,N2 - Moderada
2013-04-04,37,N1 - Boa
2013-04-05,41,N2 - Moderada
2013-04-06,49,N2 - Moderada
2013-04-07,43,N2 - Moderada
2013-04-08,43,N2 - Moderada
2013-04-09,35,N1 - Boa
2013-04-10,40,N1 - Boa
2013-04-11,43,N2 - Moderada
2013-04-12,42,N2 - Moderada
2013-04-13,46,N2 - Moderada
2013-04-14,45,N2 - Moderada
2013-04-15,38,N1 - Boa
2013-04-16,56,N2 - Moderada
2013-04-17,42,N2 - Moderada
2013-04-18,46,N2 - Moderada
2013-04-19,38,N1 - Boa
2013-04-20,28,N1 - Boa
2013-04-21,30,N1 - Boa
2013-04-22,37,N1 - Boa
2013-04-23,33,N1 - Boa
2013-04-24,44,N2 - Moderada
2013-04-25,42,N2 - Moderada
2013-04-26,43,N2 - Moderada
2013-04-27,70,N2 - Moderada
2013-04-28,60,N2 - Moderada
2013-04-29,49,N2 - Moderada
2013-04-30,76,N2 - Moderada
2013-05-01,67,N2 - Moderada
2013-05-02,72,N2 - Moderada
2013-05-03,51,N2 - Moderada
2013-05-04,55,N2 - Moderada
2013-05-05,60,N2 - Moderada
2013-05-06,46,N2 - Moderada
2013-05-07,36,N1 - Boa
2013-05-08,35,N1 - Boa
2013-05-09,48,N2 - Moderada
2013-05-10,36,N1 - Boa
2013-05-11,31,N1 - Boa
2013-05-12,32,N1 - Boa
2013-05-13,44,N2 - Moderada
2013-05-14,55,N2 - Moderada
2013-05-15,52,N2 - Moderada
2013-05-16,57,N2 - Moderada
2013-05-17,40,N1 - Boa
2013-05-18,31,N1 - Boa
2013-05-19,26,N1 - Boa
2013-05-20,27,N1 - Boa
2013-05-21,40,N1 - Boa
2013-05-22,30,N1 - Boa
2013-05-23,29,N1 - Boa
2013-05-24,29,N1 - Boa
2013-05-25,31,N1 - Boa
2013-05-26,24,N1 - Boa
2013-05-27,33,N1 - Boa
2013-05-28,44,N2 - Moderada
2013-05-29,45,N2 - Moderada
2013-05-30,33,N1 - Boa
2013-05-31,33,N1 - Boa
2013-06-01,35,N1 - Boa
