data_dia,nome_estacao,codnum,ano,mes,dia,chuva,temp,ur,co,no,no2,nox,so2,o3,pm10,pm2_5,lat,lon,AQI,Qualidade_do_Ar
2012-03-25,ESTAÇÃO CAMPO GRANDE,4,2012,3,25,2.0,28.378,77.12,0.511,8.17,39.381,47.557,4.791,81.867,29.458,,-22.886,-43.557,135,N4 - Muito Ruim
2012-03-26,ESTAÇÃO CAMPO GRANDE,4,2012,3,26,0.0,29.964,72.151,0.527,32.627,53.113,85.67,7.756,64.069,39.333,,-22.886,-43.557,97,N3 - Ruim
2012-03-27,ESTAÇÃO CAMPO GRANDE,4,2012,3,27,0.0,29.771,71.582,0.54,36.51,46.148,82.652,1.11,39.855,41.292,,-22.886,-43.557,45,N2 - Moderada
2012-03-28,ESTAÇÃO CAMPO GRANDE,4,2012,3,28,60.8,25.763,85.632,0.337,9.356,31.255,40.614,0.262,51.761,17.875,,-22.886,-43.557,28,N1 - Boa
2012-03-29,ESTAÇÃO CAMPO GRANDE,4,2012,3,29,26.4,23.729,83.532,0.38,35.516,43.453,78.982,0.164,25.314,15.729,,-22.886,-43.557,16,N1 - Boa
2012-03-30,ESTAÇÃO CAMPO GRANDE,4,2012,3,30,0.0,26.387,76.097,0.402,28.73,42.923,71.648,0.681,27.909,33.25,,-22.886,-43.557,28,N1 - Boa
2012-03-31,ESTAÇÃO CAMPO GRANDE,4,2012,3,31,9.4,26.577,80.17,0.324,11.286,31.164,42.444,0.202,35.645,16.875,,-22.886,-43.557,22,N1 - Boa
2012-04-01,ESTAÇÃO CAMPO GRANDE,4,2012,4,1,0.0,26.191,75.947,0.491,20.402,28.088,48.475,0.004,31.662,21.396,,-22.886,-43.557,28,N1 - Boa
2012-04-02,ESTAÇÃO CAMPO GRANDE,4,2012,4,2,0.0,27.583,70.511,0.528,42.626,44.08,86.531,7.144,50.761,34.833,,-22.886,-43.557,81,N3 - Ruim
2012-04-03,ESTAÇÃO CAMPO GRANDE,4,2012,4,3,0.0,28.533,73.668,0.455,18.871,47.971,66.853,2.8,44.416,45.021,,-22.886,-43.557,40,N1 - Boa
2012-04-04,ESTAÇÃO CAMPO GRANDE,4,2012,4,4,0.0,29.593,68.356,0.53,46.25,56.78,103.0,2.373,35.268,54.125,,-22.886,-43.557,44,N2 - Moderada
2012-04-05,ESTAÇÃO CAMPO GRANDE,4,2012,4,5,71.8,28.661,73.09,0.412,22.257,38.41,60.645,0.786,51.346,25.708,,-22.886,-43.557,35,N1 - Boa
2012-04-06,ESTAÇÃO CAMPO GRANDE,4,2012,4,6,0.0,28.604,71.447,0.346,8.269,31.334,39.619,0.351,53.746,27.333,,-22.886,-43.557,34,N1 - Boa
2012-04-07,ESTAÇÃO CAMPO GRANDE,4,2012,4,7,0.0,27.412,78.501,0.358,10.673,33.835,44.495,0.102,49.613,23.167,,-22.886,-43.557,31,N1 - Boa
2012-04-08,ESTAÇÃO CAMPO GRANDE,4,2012,4,8,0.0,28.948,69.835,0.458,12.282,38.61,50.877,1.192,61.093,27.917,,-22.886,-43.557,76,N2 - Moderada
2012-04-09,ESTAÇÃO CAMPO GRANDE,4,2012,4,9,3.2,27.698,79.666,0.383,6.49,33.769,40.257,0.989,59.169,32.75,,-22.886,-43.557,37,N1 - Boa
2012-04-10,ESTAÇÃO CAMPO GRANDE,4,2012,4,10,0.4,27.213,75.967,0.402,35.947,46.194,82.134,2.02,31.559,26.375,,-22.886,-43.557,34,N1 - Boa
2012-04-11,ESTAÇÃO CAMPO GRANDE,4,2012,4,11,0.0,28.693,69.455,0.363,28.701,43.192,71.902,0.584,31.459,23.083,,-22.886,-43.557,32,N1 - Boa
2012-04-12,ESTAÇÃO CAMPO GRANDE,4,2012,4,12,0.0,29.574,66.648,0.399,32.766,42.037,74.768,2.042,30.705,26.75,,-22.886,-43.557,27,N1 - Boa
2012-04-13,ESTAÇÃO CAMPO GRANDE,4,2012,4,13,0.0,29.322,68.268,0.394,43.049,41.011,84.065,0.855,28.041,31.792,,-22.886,-43.557,25,N1 - Boa
2012-04-14,ESTAÇÃO CAMPO GRANDE,4,2012,4,14,0.0,29.725,69.608,0.48,28.219,45.083,73.336,1.389,76.744,44.25,,-22.886,-43.557,94,N3 - Ruim
2012-04-15,ESTAÇÃO CAMPO GRANDE,4,2012,4,15,0.0,29.891,69.779,0.522,11.589,40.069,51.669,1.02,53.671,50.958,,-22.886,-43.557,71,N2 - Moderada
2012-04-16,ESTAÇÃO CAMPO GRANDE,4,2012,4,16,9.4,25.938,80.221,0.308,11.395,26.615,38.004,0.189,33.298,15.083,,-22.886,-43.557,35,N1 - Boa
2012-04-17,ESTAÇÃO CAMPO GRANDE,4,2012,4,17,17.6,25.595,74.956,0.583,34.248,31.047,65.301,1.243,17.822,22.729,,-22.886,-43.557,18,N1 - Boa
2012-04-18,ESTAÇÃO CAMPO GRANDE,4,2012,4,18,0.0,26.191,67.871,0.268,39.492,42.128,81.69,1.014,25.525,30.667,,-22.886,-43.557,27,N1 - Boa
2012-04-19,ESTAÇÃO CAMPO GRANDE,4,2012,4,19,0.0,26.772,63.774,0.29,32.904,47.559,80.468,1.492,31.748,30.208,,-22.886,-43.557,32,N1 - Boa
2012-04-20,ESTAÇÃO CAMPO GRANDE,4,2012,4,20,0.0,26.967,64.592,0.405,32.135,49.925,82.066,2.706,30.87,40.042,,-22.886,-43.557,32,N1 - Boa
2012-04-21,ESTAÇÃO CAMPO GRANDE,4,2012,4,21,9.2,26.156,77.155,0.416,15.385,51.958,67.342,1.902,30.816,49.75,,-22.886,-43.557,40,N1 - Boa
2012-04-22,ESTAÇÃO CAMPO GRANDE,4,2012,4,22,17.4,24.31,87.773,0.36,11.76,35.186,46.945,0.019,20.179,18.375,,-22.886,-43.557,18,N1 - Boa
2012-04-23,ESTAÇÃO CAMPO GRANDE,4,2012,4,23,15.0,24.675,80.375,0.224,13.468,27.687,41.152,0.752,25.707,15.5,,-22.886,-43.557,20,N1 - Boa
