data_dia,target,no_t,no2_t,nox_t,o3_t,nox_x_o3_t,no_lag1,no_lag7,o3_lag1,o3_lag7,pm10_lag1,pm2_5_lag1,so2_lag12,no_ma60_s1,nox_ma60_s1,no2_ma30_s1,o3_ma150_s1,so2_ma150_s21,pm10_ma30_s1,pm2_5_ma7_s1
2012-01-24,494.0,2.063853743883996,4.598022094235404,3.1517372923379057,7.228065819229815,22.78096459393954,1.9825855774190388,2.1055535743801315,7.96558981871361,8.794091852948023,3.376925255450171,2.8849104746663703,2.781217608842602,,,,,,,3.8625294658860008
2012-01-25,481.0,2.0824372281216426,4.636650513160005,3.17067957800099,6.680606247988244,21.182061799162142,2.063853743883996,1.7874615960854408,7.228065819229815,9.48294179285811,3.479097581536561,2.9151880231865666,3.153111228167934,,,,,,,3.6048823913208397
2012-01-26,377.0,1.691972166036761,4.716774724696547,3.0356778449971213,8.163510922792648,24.781789245713647,2.0824372281216426,1.931090137554825,6.680606247988244,9.332636969507885,3.400626274525459,2.4470635458688017,2.264265559668516,,,,,,,3.342974322550464
2012-01-27,351.0,1.7676083280575858,4.335422996847734,2.948682934535811,7.118341759918613,20.989732869665627,1.691972166036761,1.668341457879016,8.163510922792648,9.026557100906375,4.312688492958013,3.661608881520988,1.5535649498104989,,,,,,,3.2500703994455007
2012-01-28,221.0,1.9659514685420387,4.731560282768312,3.1344399444578075,6.862922458882547,21.51141829083805,1.7676083280575858,1.8710882529363615,7.118341759918613,9.300273822792263,3.2771941882598,1.9850711382855943,2.609806387345908,,,,,,,2.900491695836383
2012-01-29,429.0,1.7115617611281266,4.2510528231182665,2.9044120488785725,5.227648993424229,15.183246723809273,1.9659514685420387,1.5739822395486824,6.862922458882547,8.731898086943891,2.733838842899221,2.609165975859288,2.778049903334548,,,,,,,2.7563776073640427
2012-01-30,299.0,2.217442413131697,4.77223022522578,3.2850561612222946,5.404587057681455,17.754372012698738,1.7115617611281266,1.9825855774190388,5.227648993424229,7.96558981871361,2.822999821323515,2.213868039467221,2.28053837832231,,,,,,,2.6738394398364043
2012-01-31,338.0,2.1172797444776936,5.154622366473237,3.306338055003648,6.128866333756507,20.26410399332983,2.217442413131697,2.063853743883996,5.404587057681455,7.228065819229815,3.243515740704754,3.1764958270042256,2.5834517229003437,,,4.754748284778818,,,3.2309850374085225,2.7154944901703835
2012-02-01,260.0,2.2106828534571745,4.972661322636989,3.320296314946409,6.898620302404904,22.905463568289484,2.1172797444776936,2.0824372281216426,6.128866333756507,6.680606247988244,3.205786984018891,3.685902438240821,2.8437317375852413,,,4.78707564240781,,,3.2373391950912054,2.8255965494638486
2012-02-02,416.0,2.03134139226302,4.687047014891394,3.155394771355713,7.359923281737074,23.223463440772342,2.2106828534571745,1.691972166036761,6.898620302404904,8.163510922792648,3.273164826314987,2.846597639260517,3.4519498071913013,,,4.80553003049908,,,3.2612085605128245,2.8826728485198077
2012-02-03,481.0,2.01496991518906,4.55297565812495,3.0661614585303654,7.088749231748048,21.735249683572604,2.03134139226302,1.7676083280575858,7.359923281737074,7.118341759918613,3.337061923920426,2.2811951221952507,2.64713013296986,,,4.811353889841753,,,3.2717758407701814,2.6854708829018454
2012-02-04,351.0,1.9037025503319325,4.257183849403506,2.985611304131192,7.574485341937277,22.61446905986395,2.01496991518906,1.9659514685420387,7.088749231748048,6.862922458882547,3.2758016123566387,1.8878572972747856,2.666406658663134,,,4.793232391341775,,,3.2691736409060272,2.6715831913288723
2012-02-05,286.0,1.4648874014012188,4.081855839580296,2.778046604632337,8.32800728631092,23.135592365089412,1.9037025503319325,1.7115617611281266,7.574485341937277,5.227648993424229,3.148822487813036,1.949165377103232,2.934437665368648,,,4.773689294936967,,,3.264684947480846,2.5772973915065793
2012-02-06,624.0,2.013309900085016,4.982803993749399,3.2174331614070413,8.417818117018301,27.083767156387662,1.4648874014012188,2.217442413131697,8.32800728631092,5.404587057681455,3.1745904451860687,1.6763350721307544,2.6867059849328614,,,4.74569154673753,,,3.26673875439687,2.500506967601369
2012-02-07,468.0,2.0338073398791408,5.460380122883832,3.342148502761062,10.970692151041067,36.66568234685444,2.013309900085016,2.1172797444776936,8.417818117018301,6.128866333756507,3.477945371186271,2.474984844684168,3.2519398169432057,,,4.765588763173154,,,3.2852720872218955,2.400291112984218
2012-02-08,637.0,1.902798428809,5.478747030944129,3.304840491204504,11.084287007440649,36.63180051832186,2.0338073398791408,2.2106828534571745,10.970692151041067,6.898620302404904,3.793559060745084,4.718717545142694,1.5129828808526846,,,4.786132392892307,,,3.304153235854524,2.547836128255914
2012-02-09,455.0,2.0377426025259524,5.581416264556128,3.3730375690051835,11.733043068457947,39.57599506866451,1.902798428809,2.03134139226302,11.084287007440649,7.359923281737074,3.8974604767727343,5.539295815017378,1.5983457914118402,,,4.809245310088906,,,3.3448893517237357,2.9325072962211807
2012-02-10,351.0,1.7247898480387671,5.071465014734539,3.147084269313494,9.36884011130603,29.484529336004492,2.0377426025259524,2.01496991518906,11.733043068457947,7.088749231748048,3.886059534528676,5.683084306130023,2.0110536604394618,,,4.828400518203527,,,3.370417360165043,3.418491465354719
2012-02-11,312.0,1.8149551245584088,4.813286278515221,3.0989077200275994,8.746742055060823,27.105346479518055,1.7247898480387671,1.9037025503319325,9.36884011130603,7.574485341937277,3.79684163025373,4.724121591845035,2.2433319509858154,,,4.827829620715278,,,3.392032022216797,3.8236720788647554
2012-02-12,559.0,1.2564776023615736,4.55388627037862,2.8993683093540827,9.827139166243931,28.492495870219958,1.8149551245584088,1.4648874014012188,8.746742055060823,8.32800728631092,3.547989981351517,4.646231818958017,1.995525131230222,,,4.82294433649903,,,3.4009223186077864,4.20896728484401
2012-02-13,442.0,1.9808017814739205,5.095123006906898,3.231957779638994,7.990647620360732,25.825435740978683,1.2564776023615736,2.013309900085016,9.827139166243931,8.417818117018301,3.141792893008552,3.661608881520988,2.7056707267598976,,,4.8113093288974875,,,3.394400565317108,4.492577829042615
2012-02-14,533.0,2.0927103253188912,4.649894049298418,3.180758817999601,7.0571071135399634,22.44695568095995,1.9808017814739205,2.0338073398791408,7.990647620360732,10.970692151041067,3.206235949661766,2.7795896543230474,2.88982080503736,,,4.822992314233539,,,3.393359851066224,4.536092801848169
2012-02-15,481.0,1.9226160703239008,4.347354966581842,3.017530952344718,6.569776831957547,19.824504940429122,2.0927103253188912,1.902798428809,7.0571071135399634,11.084287007440649,3.21349805383428,1.7109698174095098,2.75027111473218,,,4.831377935356233,,,3.4001134534964055,4.106414555029143
2012-02-16,546.0,1.9458187498325263,4.32825531523136,3.024898600710846,6.084484355972552,18.404948214428405,1.9226160703239008,2.0377426025259524,6.569776831957547,11.733043068457947,3.150563221444875,1.560716083390255,2.7530174645762355,,,4.804696606325219,,,3.3996073795550856,3.5380460219395538
2012-02-17,377.0,2.0024669970040287,4.359154481057245,3.061977507509042,7.121049929894357,21.804494715185363,1.9458187498325263,1.7247898480387671,6.084484355972552,9.36884011130603,3.244427414899193,1.7517417156887445,2.492407501565725,,,4.765093545931483,,,3.391051542541583,2.976425651876514
2012-02-18,312.0,1.5635002468767651,4.167390650612136,2.8322046731317942,7.999932287327528,22.65744560890695,2.0024669970040287,1.8149551245584088,7.121049929894357,8.746742055060823,3.3007441169704737,1.9613059641383868,3.3864463609113167,,,4.751187830789346,,,3.3843473717067427,2.5817377050612786
2012-02-19,351.0,1.5149246553905455,4.072850019892512,2.788148222536642,7.21246495923976,20.109421356212152,1.5635002468767651,1.2564776023615736,7.999932287327528,9.827139166243931,3.242388178536026,1.7040294749355362,3.90645325696146,,,4.727049678241154,,,3.3728255572365753,2.1614230844866382
2012-02-20,325.0,1.5403328908418532,4.210366973692363,2.8395301046757475,7.764431289304409,22.047336391666196,1.5149246553905455,1.9808017814739205,7.21246495923976,7.990647620360732,3.256400801264127,1.7040294749355362,2.788442787708048,,,4.697846924990173,,,3.3683457306152116,1.8817688835458595
2012-02-21,338.0,1.5117363068961354,4.07465447435465,2.788054146523304,6.980083731582051,19.460851390917195,1.5403328908418532,2.0927103253188912,7.764431289304409,7.0571071135399634,3.4137153385979166,2.182019543150033,3.2489305846236376,,,4.673421669420615,,,3.3648714864818214,1.7964017248068573
2012-02-22,364.0,2.0338564882491963,4.648970281416863,3.147506514596722,8.35466964181888,26.296377124928387,1.5117363068961354,1.9226160703239008,6.980083731582051,6.569776831957547,3.2656221947873103,1.7652389452181518,3.120505010955154,,,4.656411913936861,,,3.3632452898370024,1.8041544573509491
